claim_id,book_id,book_title,chapter_title,section_title,paragraph_index,location_text,ebook_locator,claim_text,sentence_index,citation_status,citation_marker_text,citation_marker_location_text,citation_context,confidence,trigger_rule,trigger_terms,notes,verified,verifier,verification_notes
CLM-000001,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Table of Contents,,7,HughesJohnson2023-scaling-people.epub > Table of Contents >  > para 7,epub:spine=5;para=7,3. Distinguish between management and leadership,3,not_cited,,,,0.65,QUANTITATIVE,3,,,,
CLM-000106,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Organizational Foundations,428,HughesJohnson2023-scaling-people.epub > Founding documents > Organizational Foundations > para 428,epub:spine=11;para=428,"If you’re having trouble filling out this template, imagine how your teams and reports must feel!",3,not_cited,,,,0.8,NORMATIVE,must,,,,
CLM-000107,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Organizational Foundations,429,HughesJohnson2023-scaling-people.epub > Founding documents > Organizational Foundations > para 429,epub:spine=11;para=429,This information should be documented and easily accessible on your team’s and division’s internal homepages.,0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000108,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Objectives and Metrics Checklist,430,HughesJohnson2023-scaling-people.epub > Founding documents > Objectives and Metrics Checklist > para 430,epub:spine=11;para=430,It’s worthwhile to scrutinize any documented objective for clarity and alignment with the team’s or division’s mission and plan to contribute to company success.,0,not_cited,,,,0.75,CAUSAL,contribute to,,,,
CLM-000109,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Mid-quarter scoring,472,HughesJohnson2023-scaling-people.epub > Founding documents > Mid-quarter scoring > para 472,epub:spine=11;para=472,"At some point in the quarter, the team should get together to discuss progress to date and give it an approximate score.",0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000110,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Mid-quarter scoring,472,HughesJohnson2023-scaling-people.epub > Founding documents > Mid-quarter scoring > para 472,epub:spine=11;para=472,Items that are off track or at risk should be discussed further so that the team can find ways to redirect their energy and build in time to recover.,3,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000111,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Prepare for the QBR meeting,490,HughesJohnson2023-scaling-people.epub > Founding documents > Prepare for the QBR meeting > para 490,epub:spine=11;para=490,Provide a link to your QBR document in the calendar and leadership guidebook at least 24 hours in advance of the meeting.,0,not_cited,,,,0.65,QUANTITATIVE,24 ,,,,
CLM-000112,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Narrative (two pages maximum),505,HughesJohnson2023-scaling-people.epub > Founding documents > Narrative (two pages maximum) > para 505,epub:spine=11;para=505,"Your narrative should be grounded in your charter and operating metrics, including your discussion of performance against goals.",2,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000113,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Narrative (two pages maximum),507,HughesJohnson2023-scaling-people.epub > Founding documents > Narrative (two pages maximum) > para 507,epub:spine=11;para=507,"It’s up to the leader to determine how to balance the discussion, but generally most teams should spend at least 50 percent of their discussion on strategy and outlook.",1,not_cited,,,,0.9000000000000001,NORMATIVE|QUANTITATIVE|GENERALIZATION,should|50 |generally,,,,
CLM-000114,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Narrative (two pages maximum),508,HughesJohnson2023-scaling-people.epub > Founding documents > Narrative (two pages maximum) > para 508,epub:spine=11;para=508,All metrics not included in your narrative should be included in the metrics performance section of your QBR.,1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000115,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Example outline,510,HughesJohnson2023-scaling-people.epub > Founding documents > Example outline > para 510,epub:spine=11;para=510,1.1 Support your performance against goals with operating and charter metrics.,1,not_cited,,,,0.65,QUANTITATIVE,1.1 ,,,,
CLM-000116,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Example outline,511,HughesJohnson2023-scaling-people.epub > Founding documents > Example outline > para 511,epub:spine=11;para=511,1.1 Support your performance against goals with operating and charter metrics.,0,not_cited,,,,0.65,QUANTITATIVE,1.1 ,,,,
CLM-000117,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Example outline,519,HughesJohnson2023-scaling-people.epub > Founding documents > Example outline > para 519,epub:spine=11;para=519,(Read: What should leadership be worried about?),7,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000118,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Example outline,520,HughesJohnson2023-scaling-people.epub > Founding documents > Example outline > para 520,epub:spine=11;para=520,(Read: What should leadership be worried about?),6,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000119,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Example outline,524,HughesJohnson2023-scaling-people.epub > Founding documents > Example outline > para 524,epub:spine=11;para=524,(Read: What should leadership be worried about?),1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000120,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Notes,540,HughesJohnson2023-scaling-people.epub > Founding documents > Notes > para 540,epub:spine=11;para=540,"20. Edgar H. Schein and Peter Schein, Organizational Culture and Leadership (Hoboken: Wiley, 2017), 17–27.",0,cited,"(Hoboken: Wiley, 2017)",same_sentence,"20. Edgar H. Schein and Peter Schein, Organizational Culture and Leadership (Hoboken: Wiley, 2017), 17–27.",0.65,QUANTITATIVE,20,,,,
CLM-000121,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Notes,541,HughesJohnson2023-scaling-people.epub > Founding documents > Notes > para 541,epub:spine=11;para=541,"21. Andrew S. Grove, High Output Management (New York: Knopf Doubleday, 2015), 110–114.",0,cited,"(New York: Knopf Doubleday, 2015)",same_sentence,"21. Andrew S. Grove, High Output Management (New York: Knopf Doubleday, 2015), 110–114.",0.65,QUANTITATIVE,21,,,,
CLM-000122,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,Founding documents,Notes,547,HughesJohnson2023-scaling-people.epub > Founding documents > Notes > para 547,epub:spine=11;para=547,"27. Grove, High Output Management , 110–114.",0,not_cited,,,,0.65,QUANTITATIVE,27,,,,
CLM-000123,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,,3,HughesJohnson2023-scaling-people.epub > SIDEBAR >  > para 3,epub:spine=13;para=3,"Although leadership hiring may be more customized in ways appropriate to the level of the hire, the fundamentals and cultural import of leader and employee hiring should be similar.",2,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000124,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,,10,HughesJohnson2023-scaling-people.epub > SIDEBAR >  > para 10,epub:spine=13;para=10,"For hiring at the middle of the pyramid and above, there should be a separate and set hiring team or committee that includes the same interviewers for every candidate, including key cross-functional partners.",1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000125,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,,11,HughesJohnson2023-scaling-people.epub > SIDEBAR >  > para 11,epub:spine=13;para=11,(More on this in the section on leadership hiring on page 190.),2,not_cited,,,,0.65,QUANTITATIVE,190,,,,
CLM-000126,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,,12,HughesJohnson2023-scaling-people.epub > SIDEBAR >  > para 12,epub:spine=13;para=12,"But if you’re hiring more support managers to add to an existing team, for example, your process can be more prescriptive, because you know what you’re looking for and you generally know how to find qualified people.",2,not_cited,,,,0.65,GENERALIZATION,generally,,,,
CLM-000127,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Stripe’s Capture the Flag,30,HughesJohnson2023-scaling-people.epub > SIDEBAR > Stripe’s Capture the Flag > para 30,epub:spine=13;para=30,He began coding on February 9.,2,not_cited,,,,0.65,QUANTITATIVE,9,,,,
CLM-000128,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Stripe’s Capture the Flag,42,HughesJohnson2023-scaling-people.epub > SIDEBAR > Stripe’s Capture the Flag > para 42,epub:spine=13;para=42,"You will likely need at least one recruiter and possibly a recruiting coordinator to help with scheduling and logistics once you’re past your initial team—say, 10–20 people—and you know that you will be consistently hiring.",1,not_cited,,,,0.65,QUANTITATIVE,10,,,,
CLM-000129,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Stripe’s Capture the Flag,42,HughesJohnson2023-scaling-people.epub > SIDEBAR > Stripe’s Capture the Flag > para 42,epub:spine=13;para=42,"Once you’re hiring multiple people a week, you should think about building a recruiting team with an experienced leader.",2,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000130,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Stripe’s Capture the Flag,42,HughesJohnson2023-scaling-people.epub > SIDEBAR > Stripe’s Capture the Flag > para 42,epub:spine=13;para=42,"Still, a recruiter should never be a substitute for a hiring manager, meaning the individual hiring for the role.",3,not_cited,,,,0.8500000000000001,NORMATIVE|GENERALIZATION,should|never,,,,
CLM-000131,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,My COO story,167,HughesJohnson2023-scaling-people.epub > SIDEBAR > My COO story > para 167,epub:spine=13;para=167,"I had an inkling that this hire would round out our team’s color wheel, adding someone in the blue quadrant, which tends to represent more introverted, analytical, and task-oriented people.",3,not_cited,,,,0.65,GENERALIZATION,tends to,,,,
CLM-000132,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Promoting from within or hiring from outside,170,HughesJohnson2023-scaling-people.epub > SIDEBAR > Promoting from within or hiring from outside > para 170,epub:spine=13;para=170,"Once you’ve identified the kind of person you want for your senior or leadership role, the next question you should ask is whether you should promote from within or hire from outside.",0,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000133,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Promoting from within or hiring from outside,176,HughesJohnson2023-scaling-people.epub > SIDEBAR > Promoting from within or hiring from outside > para 176,epub:spine=13;para=176,"Never forget that you are ultimately the recruiter: Leadership candidates are savvy, and they know that the CEO and the rest of the leadership team are the people who will matter to their success or failure.",4,not_cited,,,,0.65,GENERALIZATION,Never,,,,
CLM-000134,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,How to determine whether to hire from within or from outside,177,HughesJohnson2023-scaling-people.epub > SIDEBAR > How to determine whether to hire from within or from outside > para 177,epub:spine=13;para=177,"Once you’ve established the requirements and qualifications for the leadership role and have a few profiles of potential hires, go through the decision tree on the next page in order to scan your current talent pool and determine where you should hire from.",0,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000135,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interviewing education,212,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interviewing education > para 212,epub:spine=13;para=212,"I always learn something revealing when I ask about their specific role, usually something positive like “It was my idea, but the credit goes to the whole team.”",8,not_cited,,,,0.65,GENERALIZATION,always,,,,
CLM-000136,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interviewing,221,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interviewing > para 221,epub:spine=13;para=221,"For less frequently hired and leadership roles, I recommend having the same people interview all of the candidates.",0,not_cited,,,,0.8,NORMATIVE,recommend,,,,
CLM-000137,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interviewing,221,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interviewing > para 221,epub:spine=13;para=221,"For example, if you’re looking for an HR partner, someone from the legal team should also be on the hiring team.",3,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000138,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interviewing,221,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interviewing > para 221,epub:spine=13;para=221,"If it’s a finance role that partners with engineering and product, people from those teams should help evaluate the candidate.",4,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000139,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interviewing,222,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interviewing > para 222,epub:spine=13;para=222,"Once your company is big enough that leadership can no longer meet every candidate, I recommend establishing a program similar to Amazon’s Bar Raiser program.",0,not_cited,,,,0.8,NORMATIVE,recommend,,,,
CLM-000140,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interviewing,222,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interviewing > para 222,epub:spine=13;para=222,"The Bar Raiser is never from the team for which they’re performing the interview, and they run the equivalent of the hiring committee meeting.",4,not_cited,,,,0.65,GENERALIZATION,never,,,,
CLM-000141,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interviewing,227,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interviewing > para 227,epub:spine=13;para=227,"Often, if interview panel members held differing views on a candidate, I would probe for more details or ask whether there was a champion on the team who felt strongly about hiring the person.",0,not_cited,,,,0.65,GENERALIZATION,Often,,,,
CLM-000142,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Job level selection,236,HughesJohnson2023-scaling-people.epub > SIDEBAR > Job level selection > para 236,epub:spine=13;para=236,"They don’t necessarily capture impact, especially for jobs like engineering, where someone with less experience could still be 10 times more productive than their peers—the much sought-after “10x engineer,” in engineering parlance.",1,not_cited,,,,0.65,QUANTITATIVE,10 ,,,,
CLM-000143,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Job level selection,238,HughesJohnson2023-scaling-people.epub > SIDEBAR > Job level selection > para 238,epub:spine=13;para=238,"Instead, the recruiter and hiring manager must recommend one of two points in the salary band to offer the candidate.",3,not_cited,,,,0.8,NORMATIVE,must,,,,
CLM-000144,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Job level selection,243,HughesJohnson2023-scaling-people.epub > SIDEBAR > Job level selection > para 243,epub:spine=13;para=243,"I think this flexibility is generally a better approach, but the trick is to get an accurate budget for each division, which means you must correctly allocate cross-company expenses and revenue to each team, which is no easy feat.",2,not_cited,,,,0.8500000000000001,NORMATIVE|GENERALIZATION,must|generally,,,,
CLM-000145,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Job level selection,243,HughesJohnson2023-scaling-people.epub > SIDEBAR > Job level selection > para 243,epub:spine=13;para=243,The currency for success should be doing as much as you can with the resources you’re given instead of focusing on how much your team is allocated compared to others.,5,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000146,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Candidate selection,247,HughesJohnson2023-scaling-people.epub > SIDEBAR > Candidate selection > para 247,epub:spine=13;para=247,"Unlike companies that leave all hiring to the discretion of the hiring manager, Stripe has a more consultative process in which the hiring manager owns the decision to recommend a hire to final review but consults other interviewers in order to reach a decision.",0,not_cited,,,,0.8,NORMATIVE,recommend,,,,
CLM-000147,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Candidate selection,252,HughesJohnson2023-scaling-people.epub > SIDEBAR > Candidate selection > para 252,epub:spine=13;para=252,"Even if a team desperately needs to fill a position, there’s never a good reason to compromise on a hire.",1,not_cited,,,,0.65,GENERALIZATION,never,,,,
CLM-000148,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Candidate review,254,HughesJohnson2023-scaling-people.epub > SIDEBAR > Candidate review > para 254,epub:spine=13;para=254,"Stripe’s engineering function hires at high volume, and often doesn’t match an engineer to a team until after the hiring process concludes.",0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000149,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Decision-making framework,264,HughesJohnson2023-scaling-people.epub > SIDEBAR > Decision-making framework > para 264,epub:spine=13;para=264,This framework provides a process to guide CR participants and hiring stakeholders to the correct hire/no-hire decision (defined as “expected to at least successfully meet expectations [SME] in their first performance review based on ladder and level expectations for the approved level”) in a way that enables an equal opportunity for all candidates to demonstrate fit.,0,not_cited,,,,0.75,CAUSAL,enables,,,,
CLM-000150,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Making the offer,300,HughesJohnson2023-scaling-people.epub > SIDEBAR > Making the offer > para 300,epub:spine=13;para=300,Recruiting processes are like extended conversations between the company—usually represented by the recruiter or hiring manager—and the candidate.,0,not_cited,,,,0.65,GENERALIZATION,usually,,,,
CLM-000151,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Transparency,312,HughesJohnson2023-scaling-people.epub > SIDEBAR > Transparency > para 312,epub:spine=13;para=312,You and your recruiting team or search firm must operate with the utmost discretion.,1,not_cited,,,,0.8,NORMATIVE,must,,,,
CLM-000152,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Decision-making,313,HughesJohnson2023-scaling-people.epub > SIDEBAR > Decision-making > para 313,epub:spine=13;para=313,"At this level, people at other levels often don’t know what kind of leadership they need.",2,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000153,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Identify the main stakeholders affected by the leadership hire,320,HughesJohnson2023-scaling-people.epub > SIDEBAR > Identify the main stakeholders affected by the leadership hire > para 320,epub:spine=13;para=320,"This should include the people who will be reporting directly to the new leadership hire, as well as people who would be significantly affected by the new hire and may work closely with them, for example a critical partner team or a team that will lose or gain scope as a result of the hire.",1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000154,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Identify the main stakeholders affected by the leadership hire,320,HughesJohnson2023-scaling-people.epub > SIDEBAR > Identify the main stakeholders affected by the leadership hire > para 320,epub:spine=13;para=320,That team’s manager should be involved in the hiring process in some way.,2,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000155,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Conduct an interview loop that includes key colleagues and stakeholder representatives,322,HughesJohnson2023-scaling-people.epub > SIDEBAR > Conduct an interview loop that includes key colleagues and stakeholder representatives > para 322,epub:spine=13;para=322,"Make sure all interviewers know the focus of their particular interview (such as domain expertise, team management, or strategic thinking) and the rubric by which the interviewer should assess the candidate’s answers.",2,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000156,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,"Set up the hiring deliberation as a feedback-collection forum, not a decision-making forum",323,"HughesJohnson2023-scaling-people.epub > SIDEBAR > Set up the hiring deliberation as a feedback-collection forum, not a decision-making forum > para 323",epub:spine=13;para=323,"At the start of the meeting, the hiring manager should make clear that, unlike other hiring committee processes you may have, this will be a consultative decision: The hiring committee will provide input to the hiring manager, but it is the hiring manager who will ultimately make the decision, pending references.",1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000157,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Hiring internally,333,HughesJohnson2023-scaling-people.epub > SIDEBAR > Hiring internally > para 333,epub:spine=13;para=333,"If you went through the decision tree on page 171 and decided to hire from within, bringing the team along and running a considered process works the same way, but it can be much more lightweight.",0,not_cited,,,,0.65,QUANTITATIVE,171 ,,,,
CLM-000158,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Onboarding,349,HughesJohnson2023-scaling-people.epub > SIDEBAR > Onboarding > para 349,epub:spine=13;para=349,Companies should seek to design the new-hire onboarding process in a way that feels true to the business.,0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000159,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Onboarding,353,HughesJohnson2023-scaling-people.epub > SIDEBAR > Onboarding > para 353,epub:spine=13;para=353,"I strongly believe that company leadership should take part in onboarding new hires, perhaps in a monthly session where leaders talk about company values and operating principles and, better still, share stories of those principles in action.",0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000160,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Onboarding,354,HughesJohnson2023-scaling-people.epub > SIDEBAR > Onboarding > para 354,epub:spine=13;para=354,"You might deliver that content in your first 1:1, or you could hold a special one- to two-hour session in which you provide the new person (or people) context on the team and the current work and priorities—essentially, translating the company operating system to the team level so that the new hire immediately understands how their work ladders up to the overarching plan.",3,not_cited,,,,0.65,QUANTITATIVE,1,,,,
CLM-000161,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Internal mobility,377,HughesJohnson2023-scaling-people.epub > SIDEBAR > Internal mobility > para 377,epub:spine=13;para=377,"In a fast-growing environment, it’s often unavoidable that some people will have many different managers in fairly short time frames, whether or not they change teams.",0,not_cited,,,,0.65,GENERALIZATION,often,,,,
CLM-000162,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Internal mobility,377,HughesJohnson2023-scaling-people.epub > SIDEBAR > Internal mobility > para 377,epub:spine=13;para=377,One way to mitigate the instability that this causes is to share best practices for manager-to-manager transitions.,2,not_cited,,,,0.75,CAUSAL,causes,,,,
CLM-000163,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,New leader onboarding,388,HughesJohnson2023-scaling-people.epub > SIDEBAR > New leader onboarding > para 388,epub:spine=13;para=388,"Just as you should aim to build a core hiring approach that’s similar for general and leadership hires, only adjusting it when warranted, you should seek to standardize your onboarding processes, then add some extra elements for incoming leadership hires.",0,not_cited,,,,0.8,NORMATIVE,you should,,,,
CLM-000164,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,New leader onboarding,388,HughesJohnson2023-scaling-people.epub > SIDEBAR > New leader onboarding > para 388,epub:spine=13;para=388,"But since leadership hiring and onboarding is more fraught with rejection risk and since the impact of new leadership hires is immediately felt, either positively or negatively, it’s important to invest extra effort into integrating new leaders into the company and building the support systems that will enable their success.",2,not_cited,,,,0.75,CAUSAL,enable,,,,
CLM-000165,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,New leader onboarding,389,HughesJohnson2023-scaling-people.epub > SIDEBAR > New leader onboarding > para 389,epub:spine=13;para=389,"It consists of welcome emails, a series of prescheduled meetings and pre-reads in the form of write-ups about the company and key internal documents, and a leadership assessment (the Hogan Personality Inventory 39 ), plus access to a coach.",1,not_cited,,,,0.65,QUANTITATIVE,39,,,,
CLM-000166,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Hiring mistakes,430,HughesJohnson2023-scaling-people.epub > SIDEBAR > Hiring mistakes > para 430,epub:spine=13;para=430,(There’s more on handling performance issues in Chapter 5.),2,not_cited,,,,0.65,QUANTITATIVE,5,,,,
CLM-000167,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Close your hiring loop,438,HughesJohnson2023-scaling-people.epub > SIDEBAR > Close your hiring loop > para 438,epub:spine=13;para=438,"At the micro level, when a hiring mistake happens, the hiring manager should do a quick retrospective on their process.",1,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000168,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Close your hiring loop,456,HughesJohnson2023-scaling-people.epub > SIDEBAR > Close your hiring loop > para 456,epub:spine=13;para=456,"If you can automate this data synthesis across your ATS and whatever HR information systems you use (such as Workday), plus your formal performance review approach—see Chapter 5—this will yield invaluable insights, especially as you grow.",3,ambiguous,see Chapter,same_sentence,"If you can automate this data synthesis across your ATS and whatever HR information systems you use (such as Workday), plus your formal performance review approach—see Chapter 5—this will yield invaluable insights, especially as you grow.",0.65,QUANTITATIVE,5,,,,
CLM-000169,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Close your hiring loop,457,HughesJohnson2023-scaling-people.epub > SIDEBAR > Close your hiring loop > para 457,epub:spine=13;para=457,New hire performance data in the person’s first 12 months versus their performance in the hiring process.,0,not_cited,,,,0.65,QUANTITATIVE,12 ,,,,
CLM-000170,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Close your hiring loop,457,HughesJohnson2023-scaling-people.epub > SIDEBAR > Close your hiring loop > para 457,epub:spine=13;para=457,"An easy thing to do is to send a quick performance survey to managers at certain milestones, such as 6 weeks, 12 weeks, or 6 months.",1,not_cited,,,,0.65,QUANTITATIVE,6 ,,,,
CLM-000171,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interview process:,480,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interview process: > para 480,epub:spine=13;para=480,Onsite interviews Collaboration and conscientiousness: 45 minutes Willingness to be wrong and intrinsic motivation: 45 minutes Structured thinking (hiring manager roleplay): 45 minutes,0,not_cited,,,,0.65,QUANTITATIVE,45 ,,,,
CLM-000172,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Interview process:,483,HughesJohnson2023-scaling-people.epub > SIDEBAR > Interview process: > para 483,epub:spine=13;para=483,Structured thinking (hiring manager roleplay): 45 minutes,0,not_cited,,,,0.65,QUANTITATIVE,45 ,,,,
CLM-000173,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Question 3:,592,HughesJohnson2023-scaling-people.epub > SIDEBAR > Question 3: > para 592,epub:spine=13;para=592,"Does not typically approach the topic of diversity, equity, and inclusion or diversifying pipelines with hiring partners; in specific situations where they’ve had to do this, they have relied heavily on their manager or other stakeholders to do so.",0,not_cited,,,,0.65,GENERALIZATION,typically,,,,
CLM-000174,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Result:,695,HughesJohnson2023-scaling-people.epub > SIDEBAR > Result: > para 695,epub:spine=13;para=695,Implements feedback but does not demonstrate a robust decision-making framework for prioritizing the feedback and determining if it should inform the design or solution.,0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000175,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Result:,698,HughesJohnson2023-scaling-people.epub > SIDEBAR > Result: > para 698,epub:spine=13;para=698,"Is willing to adjust their plan to incorporate feedback and new information but does so without weighing the quality of the feedback (e.g., “Hiring manager said we should do X, so I did X”).",0,not_cited,,,,0.8,NORMATIVE,should,,,,
CLM-000176,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Task:,769,HughesJohnson2023-scaling-people.epub > SIDEBAR > Task: > para 769,epub:spine=13;para=769,Takes coaching from the hiring manager well but relies on them to drive some aspects of the conversation.,0,not_cited,,,,0.75,CAUSAL,drive,,,,
CLM-000177,482c3997dafdb61f88a0bc98b379636c5997b59f,Scaling People,SIDEBAR,Task:,770,HughesJohnson2023-scaling-people.epub > SIDEBAR > Task: > para 770,epub:spine=13;para=770,"Drives the conversation and leverages the hiring manager’s existing knowledge base, knowing when and how to inform others.",0,not_cited,,,,0.75,CAUSAL,Drives,,,,
