claim_id,book_id,book_title,chapter_title,section_title,paragraph_index,location_text,ebook_locator,claim_text,sentence_index,citation_status,citation_marker_text,citation_marker_location_text,citation_context,confidence,notes,verified,verifier,verification_notes
CLM-000284,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 5. Managing a Team,,2,Chapter 5. Managing a Team >  > para 2,epub:spine=10;para=2,"More than writing code, they hold responsibility for identifying bottlenecks in the process and roadblocks to success for their team and clearing these roadblocks.",1,not_cited,,,,0.65,,,,
CLM-000285,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 5. Managing a Team,,2,Chapter 5. Managing a Team >  > para 2,epub:spine=10;para=2,"As part of keeping the team focused, the engineering lead will partner closely with the product lead to manage project scope and ensure the technical deliverables are met.",4,not_cited,,,,0.7000000000000001,,,,
CLM-000286,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Staying Technical,,10,Staying Technical >  > para 10,epub:spine=10;para=10,"Furthermore, if you truly wish to command the respect of an engineering team, they must see you as technically credible.",0,not_cited,,,,0.75,,,,
CLM-000287,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Staying Technical,,15,Staying Technical >  > para 15,epub:spine=10;para=15,"It’s hard to make up lost time when you stop writing code, and if you do it too early in your career, you may never achieve sufficient technical savvy to get beyond the role of middle management.",4,not_cited,,,,0.55,,,,
CLM-000288,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Debugging Dysfunctional Teams: The Basics,Not Shipping,18,Debugging Dysfunctional Teams: The Basics > Not Shipping > para 18,epub:spine=10;para=18,"However, even teams doing research generally have goals and deliverables, even if they’re just in the form of initial findings.",2,not_cited,,,,0.6000000000000001,,,,
CLM-000289,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Debugging Dysfunctional Teams: The Basics,People Drama,24,Debugging Dysfunctional Teams: The Basics > People Drama > para 24,epub:spine=10;para=24,Sometimes the negative person is just unhappy and the best thing to do is to help him leave the team on good terms; you must be prepared for this outcome.,2,not_cited,,,,0.75,,,,
CLM-000290,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,The Shield,,37,The Shield >  > para 37,epub:spine=10;para=37,"They should help their team focus on what they need to get done without being distracted by the wider drama, politics, and changes happening in the company around them.",1,not_cited,,,,0.75,,,,
CLM-000291,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,The Shield,,38,The Shield >  > para 38,epub:spine=10;para=38,I do think that teams who are unnecessarily exposed to toxic drama that doesn’t concern them tend to get distracted and stressed out.,1,not_cited,,,,0.6000000000000001,,,,
CLM-000292,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,The Shield,,39,The Shield >  > para 39,epub:spine=10;para=39,"However, it’s unrealistic to expect that you can or should shield your team from everything.",2,not_cited,,,,0.7,,,,
CLM-000293,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,How to Drive Good Decisions,,43,How to Drive Good Decisions >  > para 43,epub:spine=10;para=43,"While the product manager is responsible for the product roadmap, and the tech lead is responsible for the technical details, you are usually accountable for the team’s progress through each of these elements.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000294,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,How to Drive Good Decisions,Look into the Future,46,How to Drive Good Decisions > Look into the Future > para 46,epub:spine=10;para=46,"Many technical projects are supported on the strength of their ability to enable new features more easily — for example, rewriting the checkout system to plug in payment types like Apple Pay, or moving to a new JavaScript framework model that supports streaming data changes via WebSockets, in order to build a more interactive experience.",2,not_cited,,,,0.7000000000000001,,,,
CLM-000295,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,How to Drive Good Decisions,Review the Outcome of Your Decisions and Projects,47,How to Drive Good Decisions > Review the Outcome of Your Decisions and Projects > para 47,epub:spine=10;para=47,"It’s easy to forget to review assumptions after the project is done, but if you make this a habit for yourself and your team, you’ll always learn from your decisions.",4,not_cited,,,,0.6000000000000001,,,,
CLM-000296,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer",,49,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer >  > para 49",epub:spine=10;para=49,"After hearing complaints that Charles isn’t helping with the new system, Jason calls the team together and asks them to vote on what projects should be dropped to get the workload down.",2,not_cited,,,,0.75,,,,
CLM-000297,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer",,53,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer >  > para 53",epub:spine=10;para=53,"While it seems like Jason’s democratic style should lead to an empowered team, his inability to say no or to take the responsibility for any decisions means that no one feels very secure.",1,not_cited,,,,0.9,,,,
CLM-000298,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer",The Dos and Don’ts of Managing Conflict,56,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer > The Dos and Don’ts of Managing Conflict > para 56",epub:spine=10;para=56,"When you assign the ownership for making a decision to someone on the team, make it clear which members of the team should be consulted for feedback and who needs to be informed of the decision or plan.",3,not_cited,,,,0.75,,,,
CLM-000299,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer",The Dos and Don’ts of Managing Conflict,57,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer > The Dos and Don’ts of Managing Conflict > para 57",epub:spine=10;para=57,"There may be nuances that you didn’t think through until writing the review, but if there are major problems with someone’s work, that person should know about them as soon as you notice them.",3,not_cited,,,,0.7,,,,
CLM-000300,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer",The Dos and Don’ts of Managing Conflict,59,"Good Manager, Bad Manager: Conflict Avoider, Conflict Tamer > The Dos and Don’ts of Managing Conflict > para 59",epub:spine=10;para=59,"Ironically, conflict-avoidant managers often seek conflict when it comes to other teams.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000301,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Team Cohesion Destroyers,,65,Challenging Situations: Team Cohesion Destroyers >  > para 65,epub:spine=10;para=65,The work of gelling a team begins by creating the friendliness that leads to psychological safety.,2,not_cited,,,,0.7000000000000001,,,,
CLM-000302,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Team Cohesion Destroyers,,66,Challenging Situations: Team Cohesion Destroyers >  > para 66,epub:spine=10;para=66,"Teams that are friendly are happier, gel faster, and tend to produce better results.",3,not_cited,,,,0.6000000000000001,,,,
CLM-000303,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Team Cohesion Destroyers,,67,Challenging Situations: Team Cohesion Destroyers >  > para 67,epub:spine=10;para=67,They almost always behave in a way that makes it hard for the rest of the team to feel safe around them.,1,not_cited,,,,0.6000000000000001,,,,
CLM-000304,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Team Cohesion Destroyers,The Noncommunicator,74,Challenging Situations: Team Cohesion Destroyers > The Noncommunicator > para 74,epub:spine=10;para=74,"Whatever the cause, this person disrupts team cohesion because he isn’t being collaborative with the rest of his teammates; he doesn’t feel safe sharing his work in progress, and his fear often sets an example for the rest of the team.",5,not_cited,,,,0.7500000000000001,,,,
CLM-000305,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Advanced Project Management,None of this is a replacement for agile project management,82,Advanced Project Management > None of this is a replacement for agile project management > para 82,epub:spine=10;para=82,"However, most teams have both high-level, long-term goals, and short-term objectives that will enable them to meet those goals.",1,not_cited,,,,0.7000000000000001,,,,
CLM-000306,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Advanced Project Management,You have 10 productive engineering weeks per engineer per quarter,83,Advanced Project Management > You have 10 productive engineering weeks per engineer per quarter > para 83,epub:spine=10;para=83,Don’t expect to get more than 10 weeks’ worth of focused effort on the main projects per team member per quarter.,3,not_cited,,,,0.7000000000000001,,,,
CLM-000307,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Advanced Project Management,"As you approach deadlines, it is your job to say no",85,"Advanced Project Management > As you approach deadlines, it is your job to say no > para 85",epub:spine=10;para=85,"That means that you, as the engineering team lead, will partner with your tech lead and the product lead/business representative to figure out what “must-haves” are not actually must-haves.",2,not_cited,,,,0.75,,,,
CLM-000308,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Advanced Project Management,"As you approach deadlines, it is your job to say no",85,"Advanced Project Management > As you approach deadlines, it is your job to say no > para 85",epub:spine=10;para=85,"There will be product features that require significant engineering complexity to implement, and you’ll need to work with the product team to figure out the real must-haves while explaining the cost to get to their vision.",5,not_cited,,,,0.75,,,,
CLM-000309,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Advanced Project Management,"Use the doubling rule for quick estimates, but push for planning time to estimate longer tasks",86,"Advanced Project Management > Use the doubling rule for quick estimates, but push for planning time to estimate longer tasks > para 86",epub:spine=10;para=86,"Sometimes the longer tasks will take far more than twice your estimate, and it’s worth spending some time planning more carefully before you commit your team to a big, unknown project.",2,not_cited,,,,0.7000000000000001,,,,
CLM-000310,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 6. Managing Multiple Teams,,0,Chapter 6. Managing Multiple Teams >  > para 0,epub:spine=11;para=0,"You probably have tech leads reporting to you now, though, and juggling the work of directly managing more than three or four people with the process of understanding details about what’s happening across a couple of teams probably means one important thing: you’re not writing (much, any, production) code.",2,not_cited,,,,0.65,,,,
CLM-000311,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 6. Managing Multiple Teams,,1,Chapter 6. Managing Multiple Teams >  > para 1,epub:spine=11;para=1,"When I created the career ladder for my previous job, the director of engineering role was usually the place where a person would start to manage multiple large teams.",0,not_cited,,,,0.6000000000000001,,,,
CLM-000312,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 6. Managing Multiple Teams,,2,Chapter 6. Managing Multiple Teams >  > para 2,epub:spine=11;para=2,The engineering director is not generally expected to write code on a day-to-day basis.,3,not_cited,,,,0.6000000000000001,,,,
CLM-000313,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 6. Managing Multiple Teams,,2,Chapter 6. Managing Multiple Teams >  > para 2,epub:spine=11;para=2,"They will be expected to help debug and triage critical systems, and should understand the systems they oversee well enough to perform code reviews and help research problems as needed.",6,not_cited,,,,0.75,,,,
CLM-000314,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 6. Managing Multiple Teams,,2,Chapter 6. Managing Multiple Teams >  > para 2,epub:spine=11;para=2,"They should contribute to architecture and design efforts primarily by serving as the technically savvy voice that asks business and product questions of the engineers on their teams, ensuring that the code we are writing matches the product and business needs and can scale appropriately as those needs grow.",7,not_cited,,,,0.85,,,,
CLM-000315,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 6. Managing Multiple Teams,,4,Chapter 6. Managing Multiple Teams >  > para 4,epub:spine=11;para=4,"If you created systems when you were more hands-on, stay engaged with those systems, because you’ll remember the details better than most, and you can help engineers working in those systems with code reviews and questions.",2,not_cited,,,,0.6,,,,
CLM-000316,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 6. Managing Multiple Teams,,4,Chapter 6. Managing Multiple Teams >  > para 4,epub:spine=11;para=4,"So often we diminish these small efforts as not worthwhile, but they’re very good at keeping you in tune with the feeling of software development and showing your teams that you are willing and able to help out with the day-to-day in a valuable way.",7,not_cited,,,,0.6000000000000001,,,,
CLM-000317,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Managing Your Time: What’s Important, Anyway?",,13,"Managing Your Time: What’s Important, Anyway? >  > para 13",epub:spine=11;para=13,"You still have deliverables that require you to do more than sit in a meeting — things like setting goals for the team, helping your product team put details on the product roadmaps, and making sure that an assigned task actually got finished.",3,not_cited,,,,0.65,,,,
CLM-000318,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Managing Your Time: What’s Important, Anyway?","The Hardest, Shortest Lesson of Becoming a Manager",33,"Managing Your Time: What’s Important, Anyway? > The Hardest, Shortest Lesson of Becoming a Manager > para 33",epub:spine=11;para=33,"If your team needs a manager more than they need an engineer, you have to accept that being that manager means that you by definition can’t be that engineer.",0,not_cited,,,,0.6,,,,
CLM-000319,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Decisions and Delegation,Ask the CTO: Warning Signs,60,Decisions and Delegation > Ask the CTO: Warning Signs > para 60,epub:spine=11;para=60,A lack of engagement in meetings tends to mean the team isn’t engaged by the work or do not feel like they have a say in the decision-making process.,2,not_cited,,,,0.6000000000000001,,,,
CLM-000320,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Strategies for Saying No,,64,Challenging Situations: Strategies for Saying No >  > para 64,epub:spine=11;para=64,She must say no to the team.,1,not_cited,,,,0.75,,,,
CLM-000321,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Strategies for Saying No,Create Policies,66,Challenging Situations: Strategies for Saying No > Create Policies > para 66,epub:spine=11;para=66,"That policy consists of the hard requirements that must be met in order to say yes, and some guidelines for thinking about the decision.",4,not_cited,,,,0.75,,,,
CLM-000322,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Challenging Situations: Strategies for Saying No,Ask the CTO: My Tech Lead Isn’t Managing,75,Challenging Situations: Strategies for Saying No > Ask the CTO: My Tech Lead Isn’t Managing > para 75,epub:spine=11;para=75,The best thing to do here is to work with your tech lead to give her the skills and confidence to ask for reports from other members of the team.,0,not_cited,,,,0.7000000000000001,,,,
CLM-000323,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Releases,84,Measuring the Health of Your Development Team > Frequency of Releases > para 84,epub:spine=11;para=84,"Even if your company doesn’t appreciate it, you must work to help your team achieve the best release frequency possible for their product.",4,not_cited,,,,0.75,,,,
CLM-000324,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Releases,89,Measuring the Health of Your Development Team > Frequency of Releases > para 89,epub:spine=11;para=89,"You’re also responsible for keeping your team happy and productive, and often the solution to this is not cheerleading or paying them better or praising them more, but instead enabling them to be more productive, challenging them to go faster and do better work, and helping them find the time they need to make their work more interesting.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000325,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Releases,89,Measuring the Health of Your Development Team > Frequency of Releases > para 89,epub:spine=11;para=89,"You have to be the advocate and push for technical process improvements that can lead to increased engineer productivity, even if you’re not implementing them all yourself.",2,not_cited,,,,0.65,,,,
CLM-000326,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Releases,90,Measuring the Health of Your Development Team > Frequency of Releases > para 90,epub:spine=11;para=90,Developer tooling to enable feature toggles that make sense for your code bases is another frequent challenge.,3,not_cited,,,,0.7000000000000001,,,,
CLM-000327,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Code Check-ins,91,Measuring the Health of Your Development Team > Frequency of Code Check-ins > para 91,epub:spine=11;para=91,"I’m not going to advocate for any particular software development methodology, but I find that engineers who don’t write tests often have a harder time breaking down their work, and learning how to do test-driven development (even if they don’t actually practice that on a daily basis) can help them get better at this skill.",2,not_cited,,,,0.55,,,,
CLM-000328,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Incidents,94,Measuring the Health of Your Development Team > Frequency of Incidents > para 94,epub:spine=11;para=94,"I sympathize, but if your team is set up to do its own incident management, you should be moving yourself into the role of escalation support.",4,not_cited,,,,0.75,,,,
CLM-000329,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Incidents,95,Measuring the Health of Your Development Team > Frequency of Incidents > para 95,epub:spine=11;para=95,"Analysis around incident management should include the question, “Is our current setup enabling my team to do what they do best every day?” Incident management, when it becomes merely reacting to incidents rather than working to reduce them, can turn into a task that diminishes your team’s ability to do what they do best.",0,not_cited,,,,0.7,,,,
CLM-000330,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Measuring the Health of Your Development Team,Frequency of Incidents,96,Measuring the Health of Your Development Team > Frequency of Incidents > para 96,epub:spine=11;para=96,"Overfocusing on building systems that are defect-free, or pushing for error prevention by slowing down the development process, is often almost as bad as moving too fast and releasing unstable code.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000331,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Us Versus Them, Team Player",,97,"Good Manager, Bad Manager: Us Versus Them, Team Player >  > para 97",epub:spine=11;para=97,"They aren’t quite a culture fit, and the team quickly turns into a clique of developers who see themselves as better than the rest of the organization.",2,not_cited,,,,0.65,,,,
CLM-000332,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Us Versus Them, Team Player",,99,"Good Manager, Bad Manager: Us Versus Them, Team Player >  > para 99",epub:spine=11;para=99,In-group teams tend to be very fragile to the loss of their leader.,1,not_cited,,,,0.6000000000000001,,,,
CLM-000333,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Us Versus Them, Team Player",,100,"Good Manager, Bad Manager: Us Versus Them, Team Player >  > para 100",epub:spine=11;para=100,"The lack of growth for members of the team often causes the best members of the team to leave not just the group, but the company.",3,not_cited,,,,0.7500000000000001,,,,
CLM-000334,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Us Versus Them, Team Player",,101,"Good Manager, Bad Manager: Us Versus Them, Team Player >  > para 101",epub:spine=11;para=101,"Leaders who favor an us-versus-them style tend to be empire builders, seeking out opportunities to grow their teams and their mandates without concern for what is best for the overall organization.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000335,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Us Versus Them, Team Player",,104,"Good Manager, Bad Manager: Us Versus Them, Team Player >  > para 104",epub:spine=11;para=104,"While he can see that he needs to change the team, he moves cautiously to fire people and takes the time to make sure that new hires are always vetted by someone who’s been with the company for a while.",1,not_cited,,,,0.55,,,,
CLM-000336,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: Us Versus Them, Team Player",,106,"Good Manager, Bad Manager: Us Versus Them, Team Player >  > para 106",epub:spine=11;para=106,"While the clique is fragile, especially to the loss of the leader, the purpose-driven team tends to be very resilient to the loss of individuals and leadership.",1,not_cited,,,,0.6000000000000001,,,,
CLM-000337,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,The Virtues of Laziness and Impatience,,114,The Virtues of Laziness and Impatience >  > para 114,epub:spine=11;para=114,"We engineers automate so that we can focus on the fun stuff — and the fun stuff is the work that uses most of your brain, and it’s not usually something you can do for hours and hours, day after day.",3,not_cited,,,,0.55,,,,
CLM-000338,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,The Virtues of Laziness and Impatience,,116,The Virtues of Laziness and Impatience >  > para 116,epub:spine=11;para=116,"Because “faster” is not about “the same number of hours but fewer total days.” “Faster” is about “the same value to the company in less total time.” If the team works 60 hours in a week to deliver something that otherwise would’ve taken a week and a half, they haven’t worked faster, they’ve just given the company more of their free time.",2,not_cited,,,,0.6000000000000001,,,,
CLM-000339,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 7. Managing Managers,,1,Chapter 7. Managing Managers >  > para 1,epub:spine=12;para=1,"While managing multiple teams can be exhausting and daunting, managing managers adds a whole new level of complexity that is often a surprise.",0,not_cited,,,,0.55,,,,
CLM-000340,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 7. Managing Managers,Ask the CTO: The Fallacy of the Open-Door Policy,17,Chapter 7. Managing Managers > Ask the CTO: The Fallacy of the Open-Door Policy > para 17,epub:spine=12;para=17,"There exists an idea that if you make yourself accessible, hold office hours where anyone can meet with you, and tell the team that you are always available, people will naturally bring their problems to your office.",1,not_cited,,,,0.55,,,,
CLM-000341,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Chapter 7. Managing Managers,Ask the CTO: The Fallacy of the Open-Door Policy,18,Chapter 7. Managing Managers > Ask the CTO: The Fallacy of the Open-Door Policy > para 18,epub:spine=12;para=18,"Even on teams you build yourself, where there’s a huge level of trust and respect, some problems will just never get escalated to you.",3,not_cited,,,,0.6000000000000001,,,,
CLM-000342,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Skip-Level Meetings,,46,Skip-Level Meetings >  > para 46,epub:spine=12;para=46,"And even if the team members haven’t changed, they won’t always come to you with problems they have with their manager.",6,not_cited,,,,0.6000000000000001,,,,
CLM-000343,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Manager Accountability,,47,Manager Accountability >  > para 47,epub:spine=12;para=47,"Your managers should allow you to spend more time on the bigger picture, and less time on the details of any one team.",1,not_cited,,,,0.75,,,,
CLM-000344,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Manager Accountability,,47,Manager Accountability >  > para 47,epub:spine=12;para=47,They’re more than just people who take some 1-1 meetings off your hands; they are responsible for taking a team of people and helping that team succeed.,3,not_cited,,,,0.7000000000000001,,,,
CLM-000345,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Manager Accountability,,49,Manager Accountability >  > para 49,epub:spine=12;para=49,It’s hard to hold your managers accountable because accountability on complex teams is often muddled.,0,not_cited,,,,0.6000000000000001,,,,
CLM-000346,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Manager Accountability,,51,Manager Accountability >  > para 51,epub:spine=12;para=51,"The team doesn’t feel very productive, the systems are unstable, and there is some attrition happening, but the product organization keeps changing the goals for the team and everything is always an urgent mandate.",0,not_cited,,,,0.6000000000000001,,,,
CLM-000347,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Manager Accountability,,55,Manager Accountability >  > para 55,epub:spine=12;para=55,"When the product organization is constantly changing goals, the manager should identify that the changes are causing problems on the team, and work with product to explain the problem and refocus on what’s important.",0,not_cited,,,,0.75,,,,
CLM-000348,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Manager Accountability,,57,Manager Accountability >  > para 57,epub:spine=12;para=57,"If the team can’t do anything but fight fires, the manager should put together a plan for tackling the causes of the fires, and if necessary bring requests for hiring more people or adding more people to the team so that they can get the situation under control.",1,not_cited,,,,0.85,,,,
CLM-000349,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: The People Pleaser",,72,"Good Manager, Bad Manager: The People Pleaser >  > para 72",epub:spine=12;para=72,"As a result, she spends a great deal of energy managing upward and outward, and in particular tends to significantly overcommit her team.",2,not_cited,,,,0.6000000000000001,,,,
CLM-000350,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: The People Pleaser",,72,"Good Manager, Bad Manager: The People Pleaser >  > para 72",epub:spine=12;para=72,"This may seem surprising, but this people pleaser struggles to have difficult conversations internally so she avoids talking about serious issues within the team, and this can actually lead to a refusal to acknowledge good work as well as problems.",4,not_cited,,,,0.65,,,,
CLM-000351,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: The People Pleaser",,74,"Good Manager, Bad Manager: The People Pleaser >  > para 74",epub:spine=12;para=74,"People pleasers who focus externally can be a huge blind spot for their managers: because they’re so focused on only talking about good things and saying yes to everything that comes their way, their managers often don’t even know about problems on the team or within projects until it’s too late.",0,not_cited,,,,0.55,,,,
CLM-000352,51232aa625f0bee54b790b1af18d8865472c0c63,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,"Good Manager, Bad Manager: The People Pleaser",,75,"Good Manager, Bad Manager: The People Pleaser >  > para 75",epub:spine=12;para=75,"A team pleaser sets her team up to fail by promising things that aren’t realistic, and the result is often a team that feels extremely bitter toward either the manager or the company for failure to live up to these inflated expectations.",3,not_cited,,,,0.6000000000000001,,,,
